274 33403
26 24 32
125 201 69
150 15 16
134 146 71
57 148 27
222 72 49
89 237 51
114 162 74
254 90 54
204 149 31
127 205 82
150 59 42
80 213 69
269 71 44
15 19 92
97 160 63
142 61 37
74 185 58
176 65 95
27 231 67
213 8 63
158 7 32
118 112 22
165 41 70
75 32 21
216 266 15
192 30 43
189 25 36
57 192 18
191 84 1
200 192 55
129 41 96
9 69 35
220 179 46
87 151 91
147 29 93
131 182 48
149 155 68
229 115 61
222 93 16
144 9 80
51 20 52
55 158 79
159 78 30
173 255 68
124 64 78
178 123 50
144 11 74
247 182 89
80 2 24
231 160 77
170 76 57
214 125 4
25 180 62
98 8 15
172 173 88
186 31 30
246 127 24
58 137 23
85 26 50
52 191 9
176 217 33
213 231 2
121 191 11
260 175 21
153 127 95
7 59 63
204 214 12
191 73 87
38 120 68
16 70 47
254 164 69
230 137 94
187 2 7
83 270 74
106 171 56
145 237 55
19 34 94
221 193 1
12 107 66
222 89 72
216 146 59
259 177 40
203 94 11
221 221 47
121 212 57
236 233 95
146 115 85
68 149 84
81 201 13
160 184 60
47 162 70
118 58 63
36 246 40
73 234 95
43 200 59
166 19 43
11 213 30
136 79 51
195 124 56
141 26 40
1 46 92
172 55 52
179 69 85
145 111 74
49 167 50
37 171 80
150 168 25
219 231 54
151 136 29
256 252 78
55 122 61
148 130 29
232 183 64
200 44 91
194 110 23
253 40 24
204 264 60
114 83 95
36 263 91
103 39 71
139 73 44
199 264 69
32 120 18
263 124 29
265 31 13
244 220 74
239 180 14
164 10 35
196 6 10
182 162 48
93 95 13
8 46 7
147 67 84
27 129 96
36 84 62
87 37 19
115 158 89
214 195 73
32 48 68
26 272 66
163 159 94
103 39 60
105 92 85
273 64 30
260 73 98
256 122 35
70 260 11
12 13 39
188 231 19
68 104 94
201 175 73
242 35 68
182 211 35
193 22 87
227 110 72
72 192 59
143 273 12
122 150 58
30 212 58
51 89 30
241 22 88
177 210 5
50 67 99
157 54 64
199 172 28
47 131 89
7 195 74
260 254 17
29 122 47
20 241 60
12 155 83
25 98 29
132 170 33
167 122 80
71 46 47
202 66 98
208 176 1
223 62 44
162 176 88
198 47 40
38 24 51
147 23 89
256 265 78
231 218 45
25 60 86
86 208 93
30 174 41
63 146 82
160 246 1
77 36 56
135 38 24
115 168 49
160 19 31
234 57 79
143 120 93
29 45 27
39 21 9
240 112 48
185 98 42
274 147 84
263 50 68
45 31 17
46 101 56
95 233 25
23 194 95
71 123 81
273 148 99
46 170 85
202 193 37
47 111 85
12 174 30
92 177 11
214 272 75
104 59 96
114 221 99
210 201 59
188 50 51
26 76 93
230 154 97
5 5 28
140 63 13
84 108 51
89 256 52
225 17 2
129 36 95
239 248 53
139 162 32
13 265 20
207 65 14
106 233 80
193 183 98
136 218 91
25 113 52
211 169 50
223 86 41
272 132 40
234 49 31
241 220 28
9 172 5
32 156 95
88 122 55
41 124 94
55 16 8
144 26 49
127 27 83
59 37 38
39 151 40
270 4 63
257 139 72
249 36 91
214 60 67
167 189 43
70 69 19
255 154 16
214 28 93
95 249 90
107 130 25
162 179 80
104 129 21
60 214 8
244 262 4
170 157 35
113 164 18
28 117 32
44 103 83
254 98 96
164 238 80
70 258 72
65 218 65
156 192 97
139 88 72
121 49 92
261 72 91
167 72 9
258 99 20
255 178 20
61 102 99
7 169 28
209 35 17
240 4 63
87 68 12
212 271 60
162 251 17
6 111 73
207 65 91
197 62 34
261 194 81
269 249 42
44 29 12
19 4 11
233 221 53
85 179 61
28 251 37
60 199 13
169 125 90
140 63 63
231 262 66
3 196 62
110 178 81
100 5 87
184 207 86
46 152 79
176 124 90
17 66 32
174 165 99
209 244 91
173 88 92
128 247 65
244 9 88
146 163 57
231 112 89
235 160 57
246 144 84
228 193 72
225 254 29
251 242 76
149 196 74
105 163 6
54 258 90
258 183 5
105 247 8
184 260 27
206 69 19
176 147 92
29 239 47
157 232 35
273 23 13
72 31 90
55 23 93
255 175 18
7 50 82
162 263 31
98 140 88
7 263 50
259 218 85
251 222 59
270 151 21
159 217 43
256 239 13
236 260 1
21 201 50
216 7 2
272 54 30
270 178 100
35 20 23
211 204 26
24 75 56
271 34 47
198 176 11
261 69 47
157 206 73
83 138 86
76 153 45
93 164 12
48 1 6
158 182 54
58 102 34
110 20 65
199 232 65
197 68 50
134 88 38
262 72 96
37 41 9
17 43 87
36 92 38
75 244 68
2 18 38
103 175 9
273 61 20
143 54 95
274 185 99
82 156 18
54 264 19
159 113 18
40 118 54
261 233 3
231 239 81
56 197 95
85 81 6
47 11 58
109 222 86
57 156 58
62 58 30
264 168 51
5 223 80
138 26 77
250 52 25
243 101 5
197 119 100
154 91 50
75 180 100
27 251 31
256 236 35
129 145 1
138 104 24
88 63 11
100 150 33
202 195 7
33 28 33
242 268 74
11 106 8
9 39 43
124 148 94
213 225 46
231 175 1
231 240 78
192 109 58
132 244 40
245 93 35
191 185 42
83 244 18
119 226 84
182 185 52
179 82 51
158 92 5
233 190 87
271 234 20
47 154 39
66 23 53
58 231 83
140 190 23
128 31 23
215 209 55
12 180 17
150 148 31
108 40 65
154 167 9
98 193 70
178 190 47
56 154 19
182 189 5
22 98 7
25 118 22
238 118 84
173 54 69
206 74 88
214 255 39
230 88 6
151 88 46
150 213 34
237 146 8
94 220 4
258 128 62
104 146 15
217 132 64
261 106 57
39 135 49
151 247 74
148 76 94
18 82 5
91 26 58
63 216 59
126 10 11
64 251 95
135 263 37
122 147 81
262 175 67
273 60 87
127 152 49
58 59 2
206 208 51
55 165 45
241 149 64
72 271 46
28 105 81
34 73 78
196 143 94
85 93 91
160 119 77
268 9 69
239 150 37
39 1 5
211 204 16
49 86 77
114 109 96
18 150 42
174 262 78
24 270 89
35 207 99
21 83 80
172 263 80
183 114 24
116 155 40
119 163 16
120 51 10
205 60 95
91 266 8
8 241 17
92 184 62
134 10 100
5 5 15
90 182 86
117 219 57
160 204 68
257 203 64
45 214 57
61 200 26
232 231 20
225 35 63
47 267 73
2 162 64
274 23 55
207 103 93
250 258 93
165 80 91
50 217 60
57 155 45
265 31 97
72 230 27
52 106 38
117 41 32
241 69 65
49 158 80
49 103 35
127 267 90
101 91 44
185 80 70
224 28 66
251 68 98
38 83 47
81 103 28
219 78 99
202 214 49
115 177 78
119 69 10
95 86 61
123 182 6
97 35 62
104 211 51
57 148 2
88 212 65
190 215 93
218 186 51
214 253 2
92 10 20
258 15 98
259 264 86
13 219 13
176 224 61
222 207 20
80 197 38
197 87 17
56 126 2
64 162 49
36 14 50
200 126 51
19 259 29
7 208 38
4 208 46
161 219 37
147 110 56
51 87 81
51 257 93
169 226 81
10 96 13
117 230 3
78 231 61
113 166 72
149 234 2
177 137 7
131 69 38
85 84 50
82 39 51
190 73 19
76 222 94
147 7 55
182 80 71
202 135 44
151 98 8
62 84 37
107 91 88
206 250 28
102 4 47
238 240 17
148 211 9
186 63 4
272 153 92
62 33 76
265 121 74
220 200 70
186 2 27
205 103 48
213 46 6
165 252 21
102 162 42
204 140 41
158 43 36
143 60 63
85 190 62
183 33 36
119 47 7
17 131 62
122 43 51
58 26 53
136 126 71
54 62 91
262 34 50
172 1 53
20 235 10
17 248 75
159 32 81
32 16 56
42 4 1
105 245 7
28 272 26
271 201 79
106 253 3
211 104 98
15 189 36
125 220 53
151 42 67
264 154 16
188 195 4
88 13 58
34 224 84
179 271 94
163 107 42
257 51 40
151 50 6
89 116 67
4 219 2
137 89 34
60 12 91
28 85 89
207 138 44
246 69 2
100 192 95
131 33 89
151 115 78
39 135 74
268 266 76
29 1 31
210 141 86
225 51 97
268 192 70
257 27 54
132 95 16
43 266 95
215 196 2
197 39 51
59 23 62
219 259 19
142 252 80
112 81 96
225 104 73
18 64 71
95 266 2
124 82 47
219 230 49
245 241 70
60 43 71
186 6 63
82 263 8
75 242 65
19 219 64
78 37 71
137 261 91
135 85 51
231 96 97
67 147 5
40 253 78
252 29 50
25 223 59
133 58 73
121 127 54
59 227 53
94 164 25
191 169 5
137 4 92
215 66 68
177 65 79
207 141 11
94 65 100
205 43 45
10 25 15
72 8 34
238 263 34
131 151 45
21 264 87
97 29 54
246 182 72
66 2 90
251 35 10
243 171 44
118 121 40
184 179 42
186 143 19
264 270 84
153 55 84
126 264 20
94 232 3
120 32 31
173 79 83
194 14 62
54 140 21
131 8 19
252 203 37
240 240 83
70 2 23
207 59 37
41 264 3
115 219 55
56 205 10
261 41 83
137 176 40
140 125 36
212 107 98
77 98 66
115 61 56
218 269 17
124 244 76
203 153 14
274 126 6
92 47 25
189 130 29
17 45 72
245 36 99
243 130 28
52 180 24
93 214 60
98 49 1
56 199 30
47 216 41
237 164 7
70 116 96
60 189 6
215 85 71
269 68 78
191 33 40
154 172 76
107 56 20
130 99 100
210 110 32
260 127 91
43 14 23
62 63 25
37 19 17
242 9 27
185 238 87
136 267 29
4 218 42
107 249 74
32 104 49
227 77 47
113 224 31
189 102 30
16 148 62
51 11 85
93 44 84
86 213 68
70 147 59
172 251 22
99 73 76
123 78 1
257 236 97
40 224 9
133 20 57
138 223 25
5 111 65
258 202 19
131 176 54
251 105 88
34 215 27
61 167 88
89 105 99
110 130 65
191 129 18
90 216 59
244 189 60
262 19 87
163 24 64
144 233 5
113 200 36
105 246 86
210 162 2
186 168 65
112 51 84
37 102 62
10 274 38
65 40 93
114 136 3
170 155 90
169 20 15
194 139 85
270 180 28
132 249 16
249 38 22
34 79 22
152 274 43
255 162 79
44 90 99
257 183 64
144 47 23
47 166 74
137 22 58
61 53 32
41 106 60
150 61 76
83 126 10
120 153 59
104 37 12
48 253 83
123 269 10
72 65 15
149 88 15
111 195 1
113 61 3
164 201 72
179 129 52
180 94 72
143 120 81
76 18 86
150 36 61
233 233 1
131 245 98
80 139 86
73 112 62
85 74 24
129 165 55
251 221 36
26 222 33
117 206 14
207 205 53
213 26 95
32 167 48
73 206 23
237 47 15
93 175 35
156 40 76
242 33 9
36 63 93
109 158 91
225 133 5
254 158 80
13 224 64
114 80 24
143 83 26
123 25 56
145 85 3
138 46 92
60 47 43
266 235 85
82 163 74
103 182 55
99 86 4
265 171 62
100 156 86
195 271 54
166 273 1
242 58 8
74 267 37
15 185 85
90 49 43
230 122 84
169 75 46
35 41 83
136 137 76
22 76 18
11 125 31
180 264 83
82 112 74
230 38 95
232 33 1
180 262 13
60 62 91
198 42 78
26 211 96
151 12 30
23 178 21
233 154 67
27 7 64
105 129 45
206 239 50
198 229 16
175 47 67
175 195 99
73 143 47
134 180 12
73 5 8
99 90 73
268 40 93
25 270 49
67 195 100
140 16 75
16 269 25
206 220 65
242 122 47
19 235 91
194 116 79
122 60 80
153 82 66
35 17 91
66 211 54
56 234 19
269 222 51
90 78 39
41 82 43
116 107 40
273 159 36
16 58 47
27 262 21
233 232 97
52 82 88
66 37 4
75 42 19
138 4 50
192 267 98
61 9 60
66 76 39
122 89 8
183 241 100
179 203 55
50 116 66
98 54 94
12 229 71
134 10 20
72 255 4
195 88 46
155 257 64
145 259 5
156 165 82
84 216 24
169 46 43
30 251 91
78 131 53
242 61 45
158 193 2
36 12 8
164 78 16
4 58 95
2 87 9
262 3 89
129 241 49
71 13 95
204 98 28
254 85 67
112 127 21
70 248 7
260 259 72
88 100 21
135 91 2
65 45 21
205 36 77
232 267 33
50 165 41
176 22 24
269 238 8
16 42 74
37 222 3
213 193 98
147 51 57
76 109 4
29 244 59
102 1 35
84 247 12
112 166 82
248 107 74
201 108 16
146 102 28
235 117 48
196 220 91
67 144 6
26 51 35
35 145 18
126 188 33
56 126 88
220 55 79
34 12 23
47 241 73
62 62 66
138 1 21
211 37 70
209 128 91
101 198 40
99 193 69
9 118 29
146 201 53
67 224 47
73 244 25
77 235 31
177 3 19
205 9 42
160 91 58
90 250 20
35 212 77
130 18 60
165 233 51
241 247 10
44 120 61
258 248 65
71 28 43
87 239 79
181 191 62
43 5 34
254 39 62
239 99 29
202 196 2
263 98 57
135 96 47
261 72 53
208 245 49
116 15 44
216 205 1
59 11 3
230 34 34
85 91 1
179 17 78
41 64 60
50 189 94
2 59 42
109 198 35
137 17 62
254 49 14
103 109 82
51 76 78
84 18 13
163 216 49
268 208 16
215 252 33
167 68 22
27 93 58
9 183 99
122 193 8
205 149 77
154 236 16
105 159 38
6 126 97
254 214 30
149 138 23
150 7 61
61 74 50
213 219 27
96 185 8
106 128 20
145 45 67
209 241 56
10 209 28
233 84 55
235 52 57
41 45 99
121 155 41
246 172 18
150 250 46
73 1 43
93 156 58
256 15 1
137 178 10
137 144 31
197 27 13
165 121 47
54 256 94
246 268 43
48 193 46
21 217 47
76 209 63
125 18 10
95 224 86
12 130 11
5 153 14
22 256 32
34 181 32
84 247 77
25 153 17
107 151 39
87 218 30
164 257 7
29 152 69
265 36 41
84 186 72
32 39 38
81 8 66
16 81 72
180 198 57
173 122 50
273 257 58
215 264 22
2 87 91
231 121 36
152 2 22
170 65 14
233 252 92
161 79 100
25 187 30
88 198 71
217 206 44
18 160 84
111 266 92
263 104 70
146 38 34
64 46 77
8 166 11
258 241 57
132 222 70
199 120 65
190 204 92
117 194 7
112 190 48
21 143 17
59 264 17
216 264 10
100 228 2
105 199 100
271 11 44
252 166 37
86 145 26
17 272 79
28 65 35
243 150 91
12 99 83
68 56 34
243 22 94
224 177 26
200 76 94
197 68 84
273 128 96
238 162 43
106 35 73
150 88 67
220 268 22
3 22 5
58 170 98
213 23 59
17 186 81
268 150 100
233 116 43
171 127 32
136 33 91
100 100 73
109 60 81
99 238 61
228 209 80
177 175 88
252 104 91
128 150 6
225 13 77
56 150 1
250 169 17
266 117 76
81 47 68
122 63 14
43 191 48
125 212 96
145 24 18
245 183 19
142 18 16
85 68 78
196 37 46
267 213 39
95 200 56
271 130 72
134 150 63
7 18 87
182 27 45
168 77 14
217 63 12
129 262 29
221 220 34
264 53 99
129 78 78
30 24 4
54 184 2
97 216 47
168 128 93
273 192 73
71 263 14
83 130 71
159 271 27
175 237 100
255 121 21
188 18 82
35 177 42
105 48 31
9 257 66
186 151 70
156 226 61
184 255 41
256 109 5
120 61 91
155 128 62
196 269 80
237 194 53
1 247 86
221 55 97
122 147 49
216 126 56
120 156 61
274 111 55
43 62 52
205 27 56
122 10 41
14 163 96
222 93 24
254 107 33
134 138 52
138 255 18
33 102 6
73 274 83
100 256 24
257 43 67
102 269 25
11 24 46
128 60 33
59 25 5
120 174 86
99 99 87
29 36 83
2 220 41
223 200 93
24 171 97
242 73 30
146 53 49
107 213 24
249 63 96
96 67 81
266 1 89
199 208 41
171 222 1
247 260 89
153 148 56
164 204 86
67 81 63
139 52 11
108 146 66
15 178 44
247 260 56
248 62 16
95 263 9
42 267 68
170 224 15
79 54 48
178 152 85
221 167 26
80 139 57
141 54 32
69 243 33
218 264 35
163 69 65
5 86 83
146 130 48
228 67 65
24 95 81
105 242 68
248 106 47
205 226 72
70 82 86
32 94 79
240 199 79
271 134 8
174 196 36
260 171 49
57 70 85
55 165 21
235 109 42
252 63 12
34 143 52
235 21 38
61 101 35
91 256 46
238 241 20
127 142 45
263 255 61
119 184 33
157 100 77
102 48 10
256 16 33
45 132 47
14 95 62
77 264 70
273 153 23
19 76 31
29 14 87
16 212 79
169 51 64
116 208 13
122 169 19
49 18 1
119 210 90
36 225 45
253 85 54
164 49 23
122 39 35
191 46 94
164 149 11
169 264 54
201 132 17
49 143 65
37 92 30
243 32 69
101 20 20
56 226 47
127 41 25
175 28 3
262 28 41
186 267 59
229 18 50
201 97 41
162 262 10
25 262 16
135 89 91
211 212 60
112 182 54
119 155 3
215 176 73
188 16 37
101 169 42
106 266 36
222 230 59
80 260 26
59 86 17
260 78 2
105 113 12
33 263 72
77 204 28
106 150 39
233 37 98
144 191 58
2 63 17
207 59 37
65 16 88
117 106 53
56 212 49
134 123 22
14 156 68
38 79 72
224 257 48
74 251 52
182 246 26
110 34 39
26 66 12
251 185 100
146 167 14
257 108 79
123 154 89
66 146 26
87 257 68
249 210 73
52 204 28
67 49 5
200 90 53
43 53 2
245 129 9
78 255 48
171 123 27
165 19 77
154 208 30
55 201 37
268 74 1
6 95 11
111 47 41
61 20 77
254 93 25
116 106 3
55 107 81
29 210 76
110 134 83
223 102 34
157 132 8
103 187 53
42 175 67
88 209 48
64 109 80
105 79 70
67 34 85
94 26 76
261 196 92
36 146 41
198 253 74
164 64 41
257 249 57
184 224 26
15 77 18
17 169 59
220 53 44
208 145 99
28 39 88
241 164 9
77 30 10
72 73 100
132 205 6
80 202 98
64 133 89
29 2 21
45 40 86
68 29 17
216 184 93
86 199 13
108 162 32
108 78 36
63 2 56
135 233 20
198 161 18
187 171 41
1 152 41
211 66 20
101 146 84
93 132 8
140 168 100
245 182 40
257 260 44
11 77 55
236 134 81
241 259 32
243 234 66
257 249 36
175 187 74
154 186 56
41 268 91
186 155 31
118 146 54
225 239 43
42 250 27
30 55 48
217 266 98
75 259 48
61 218 27
30 52 88
115 172 48
137 12 64
108 78 77
65 77 38
269 228 53
22 49 25
229 273 67
78 147 40
162 16 44
31 207 14
257 65 93
207 56 6
84 212 51
77 125 26
96 192 70
100 118 18
157 248 77
230 44 26
120 37 100
45 20 9
186 46 49
54 85 31
274 214 16
91 230 1
158 109 72
18 185 79
74 223 73
29 205 60
264 184 43
250 52 55
68 35 80
17 61 96
82 188 30
160 67 97
231 38 100
253 245 36
115 250 9
30 174 92
78 65 77
162 11 98
45 84 24
158 124 17
18 103 83
10 224 73
93 209 55
90 111 55
75 163 60
200 239 90
83 221 3
15 188 6
164 95 22
94 46 97
115 195 59
90 216 87
212 78 14
55 112 30
243 196 24
147 105 19
163 186 12
152 72 41
170 240 32
97 119 89
133 95 93
49 62 50
123 147 44
67 7 46
242 60 18
23 95 69
135 64 27
29 204 56
85 234 62
84 44 56
132 39 33
232 197 21
267 226 53
124 46 55
211 52 24
73 106 32
130 217 98
97 139 87
68 244 73
92 143 4
150 12 26
35 157 26
83 123 27
145 119 37
20 219 55
32 90 54
87 96 25
135 78 8
50 121 44
98 260 9
63 246 82
24 264 79
11 99 86
51 206 8
15 128 76
78 185 40
201 106 70
107 36 51
212 9 51
253 175 5
72 26 8
207 271 76
240 226 47
266 43 21
40 54 100
150 214 3
147 21 73
226 80 77
171 212 11
180 82 53
107 245 87
131 177 17
260 255 69
107 198 31
162 83 18
204 51 8
268 93 13
31 38 33
106 272 7
96 184 57
45 108 93
16 18 51
227 246 40
252 174 68
94 230 62
67 114 96
248 232 40
173 79 78
139 212 98
90 181 70
167 267 62
267 64 40
109 207 16
138 253 16
77 129 59
145 89 9
49 69 12
186 74 45
55 30 18
244 268 57
76 49 9
148 145 52
252 101 64
48 11 77
99 120 3
127 100 85
144 74 27
171 36 45
241 240 13
81 24 19
9 151 58
69 111 39
105 259 14
65 214 31
125 73 26
271 87 49
191 160 66
260 88 20
158 14 96
154 199 89
55 196 64
230 219 52
143 153 43
209 66 81
166 265 98
102 66 54
115 115 16
59 111 11
143 71 77
67 148 12
187 274 83
74 189 57
244 212 42
28 257 76
107 201 76
241 234 11
62 204 40
134 196 2
34 49 90
211 52 71
173 246 22
103 137 84
47 58 19
239 258 98
255 125 56
32 34 53
38 232 64
271 121 66
184 202 58
38 239 18
169 86 95
31 119 68
81 175 61
250 252 98
228 198 46
49 255 27
31 274 78
105 196 28
220 17 50
136 95 16
151 75 38
240 159 46
83 81 57
86 238 76
268 72 74
141 48 69
43 172 83
158 66 48
242 97 19
243 244 35
220 131 11
144 6 95
162 21 18
88 48 96
188 155 81
174 37 5
5 170 63
39 14 61
24 133 79
258 11 74
98 206 6
134 148 80
48 25 5
61 183 41
158 145 13
96 22 16
124 15 60
5 273 59
226 238 87
120 162 32
137 2 18
260 75 83
248 9 73
66 20 30
152 216 35
146 88 31
213 245 47
41 149 3
48 91 66
54 203 47
201 252 46
19 82 84
154 74 31
154 86 41
221 154 59
255 60 11
130 179 60
190 3 33
94 76 39
169 103 39
247 28 34
166 258 14
140 18 89
81 27 24
55 20 14
158 10 36
82 80 36
223 8 58
131 209 12
65 28 76
139 199 6
65 115 16
115 89 23
29 145 30
140 69 48
128 103 84
94 82 49
94 244 85
47 120 80
233 78 6
40 208 20
103 73 1
23 63 15
249 170 82
107 23 61
29 32 48
2 184 79
233 57 74
223 204 21
148 52 53
20 163 51
71 166 15
262 14 62
243 258 41
212 4 69
88 58 57
52 58 99
112 265 78
222 218 73
54 53 81
107 193 62
141 80 59
10 68 27
263 62 23
58 195 57
118 222 13
55 263 28
248 151 5
201 244 64
88 41 19
212 117 36
183 22 99
2 74 65
255 256 1
258 164 19
199 9 7
238 80 14
246 77 36
53 185 92
204 9 23
98 155 14
56 186 70
240 131 29
176 91 21
7 81 30
55 121 28
139 78 12
260 170 75
182 128 55
79 128 91
151 227 98
169 189 11
123 210 79
127 58 3
214 15 18
270 255 53
148 189 36
28 61 53
77 95 73
197 201 95
56 129 51
99 138 61
181 143 60
199 36 20
11 125 74
104 175 4
266 191 46
180 273 76
43 143 41
61 8 79
242 262 54
255 66 19
152 130 50
179 184 51
191 44 27
269 232 29
78 74 78
204 223 94
86 138 3
270 98 66
142 17 62
29 35 30
65 139 77
175 201 58
197 134 94
178 133 53
270 194 27
96 257 94
123 175 57
243 236 34
258 251 35
95 97 99
110 102 50
139 30 90
161 136 72
204 196 7
97 39 70
166 183 33
41 86 7
81 18 50
112 274 94
31 167 58
236 119 3
44 134 15
13 177 50
221 96 33
107 68 30
245 145 55
73 169 78
225 172 40
141 66 34
85 259 10
10 174 57
86 33 52
189 88 7
16 110 96
233 118 47
154 255 37
269 83 10
141 146 94
210 44 71
120 111 39
126 253 97
125 254 1
267 212 69
147 149 99
175 133 72
33 51 82
170 111 65
115 136 10
143 52 84
13 183 24
261 7 29
93 274 12
166 104 54
170 193 18
235 30 96
79 244 47
127 123 18
25 171 88
85 176 79
238 65 53
248 215 8
113 54 75
188 187 59
26 170 45
109 124 44
35 26 47
21 160 79
67 42 30
217 128 6
56 137 57
83 249 19
159 193 21
60 96 68
257 180 26
151 77 25
267 259 63
145 154 99
69 2 59
82 94 24
99 270 20
228 108 43
213 36 73
253 29 75
271 169 91
75 51 62
203 253 63
56 200 83
245 175 30
149 169 31
239 80 54
257 19 92
132 217 98
51 159 11
7 163 89
201 253 76
204 214 27
42 125 7
88 74 38
108 4 100
69 38 57
196 161 28
203 85 11
76 207 92
234 168 59
75 201 20
198 120 40
147 42 65
20 127 75
247 204 47
59 247 76
125 246 30
85 100 85
88 92 53
106 22 43
64 59 59
247 66 59
257 114 68
104 230 72
75 59 100
149 258 10
254 95 36
108 42 91
181 240 69
160 224 27
252 219 1
88 252 100
113 197 68
200 146 85
61 222 42
42 79 32
119 267 29
190 180 93
265 210 36
254 32 44
182 121 34
153 214 70
154 36 85
55 231 17
151 74 42
114 1 74
133 207 46
187 195 99
84 179 55
137 246 89
80 103 6
165 220 89
212 148 81
237 173 65
198 145 20
228 238 28
126 27 82
77 149 86
55 51 66
12 92 41
269 18 31
227 10 35
101 152 51
195 182 52
104 128 52
176 168 5
49 35 91
102 217 75
162 108 43
226 25 27
171 13 34
101 99 65
72 192 9
194 224 33
89 202 59
158 37 3
157 44 11
39 191 85
239 25 9
159 95 11
136 228 87
79 106 83
209 107 25
164 80 71
70 252 10
53 206 9
183 205 41
13 23 34
93 264 21
138 150 55
70 107 78
182 15 58
159 130 69
116 262 71
80 244 13
13 156 42
172 57 59
54 93 68
180 212 91
47 31 78
7 119 68
225 267 98
124 115 5
197 266 4
10 149 70
72 150 61
240 195 61
188 185 52
106 217 64
86 118 44
209 98 24
24 167 24
175 241 71
155 233 84
224 110 60
50 59 25
254 8 85
141 44 2
185 62 41
110 183 88
129 115 93
260 187 76
228 45 57
88 109 29
146 53 43
27 180 98
197 109 79
165 187 92
106 167 10
76 59 57
166 5 38
268 71 33
256 128 59
113 72 59
199 108 43
135 210 90
148 55 20
255 265 66
116 249 13
63 26 27
264 152 29
147 28 6
147 32 58
222 216 38
37 189 38
45 23 40
231 158 89
220 206 27
19 269 46
69 268 40
154 231 34
243 20 73
165 89 99
22 60 46
2 127 54
196 262 21
190 203 81
35 172 61
104 2 24
86 93 15
175 107 12
182 36 20
10 30 92
70 208 68
14 256 8
230 18 49
159 231 86
218 124 68
85 149 84
40 183 23
240 152 89
200 146 27
231 138 7
207 46 7
181 235 25
102 14 13
48 218 37
235 186 30
244 1 53
147 146 93
91 86 5
28 257 1
5 177 13
105 235 69
239 153 22
83 14 24
82 265 44
160 165 40
195 129 20
143 93 19
187 212 34
38 152 84
215 246 89
34 45 7
185 168 72
192 271 19
93 193 80
85 88 17
69 97 19
225 60 12
133 21 4
78 172 9
273 219 98
205 273 66
268 244 97
67 30 33
245 7 15
129 130 29
201 102 3
99 163 70
36 90 20
28 141 15
206 224 79
150 91 43
113 268 86
42 69 8
165 180 62
261 232 35
95 79 30
87 244 33
116 160 28
173 13 17
146 193 3
126 124 58
104 195 89
250 104 60
248 116 64
126 120 66
253 20 42
96 86 35
179 72 34
98 41 84
48 206 46
17 165 99
130 142 8
131 274 91
247 123 71
113 100 17
22 49 29
112 1 94
159 58 60
141 2 38
108 141 18
20 81 21
151 195 51
159 127 10
58 262 69
93 50 82
251 212 48
199 72 71
72 110 77
91 239 20
178 193 11
258 106 15
85 90 72
88 111 20
160 236 45
124 67 59
225 162 6
247 74 57
31 50 94
65 202 82
59 124 7
235 220 70
138 95 58
141 204 34
233 42 82
207 253 94
87 143 38
64 47 10
95 225 15
204 23 4
236 209 84
140 122 11
173 187 38
8 169 19
258 126 10
93 7 27
157 172 58
193 70 7
245 143 19
10 148 55
177 106 81
238 20 61
59 83 11
74 163 84
193 33 29
55 139 48
206 2 8
193 159 49
163 245 7
234 205 89
119 114 45
266 185 59
224 140 53
219 11 16
92 23 10
66 55 53
214 130 78
236 176 39
94 191 73
53 263 9
199 109 64
239 173 15
252 249 36
180 183 68
173 238 34
111 72 21
34 151 11
30 21 33
203 95 60
119 213 88
63 92 39
175 88 76
271 241 30
121 90 60
191 188 75
159 131 49
127 136 69
1 201 41
221 124 18
203 7 38
77 233 98
100 2 56
210 51 2
245 160 81
233 165 37
248 57 21
103 115 60
44 241 29
274 44 14
85 201 66
182 112 92
251 36 97
84 243 46
168 75 35
243 98 67
8 213 14
86 21 52
189 144 80
83 199 50
188 242 86
228 177 92
104 34 55
113 27 93
225 115 21
70 231 72
266 257 57
135 111 84
158 72 81
66 223 2
241 38 54
187 35 100
111 220 69
65 84 9
196 24 67
109 40 77
82 197 45
217 219 31
201 147 45
131 71 15
96 252 98
34 237 71
230 11 19
42 191 44
209 27 36
24 57 7
11 246 37
74 75 9
3 79 28
132 222 33
47 268 54
119 266 55
177 24 87
241 159 18
112 267 97
243 89 48
226 66 79
37 56 54
226 194 36
47 172 24
189 90 37
104 40 14
2 181 5
240 166 33
182 194 14
245 182 26
173 248 71
55 106 87
1 254 63
160 91 23
239 253 4
140 199 40
215 220 63
70 44 93
12 250 87
22 23 84
69 119 7
208 173 76
69 249 43
103 124 19
202 193 48
163 39 48
55 77 81
243 129 63
71 145 58
100 91 14
12 134 23
85 97 28
113 49 33
151 272 81
166 196 21
243 50 17
189 181 84
25 251 38
60 148 29
134 248 13
3 147 83
270 67 2
244 238 86
170 229 83
263 172 30
135 153 9
153 217 38
248 52 82
169 4 92
219 208 15
93 157 28
194 29 68
60 198 1
77 201 21
162 154 7
190 250 40
78 30 14
117 127 95
45 54 99
5 133 41
97 117 71
192 7 64
116 86 35
31 104 73
242 170 4
154 217 21
100 38 9
165 201 87
134 171 11
138 246 82
100 138 22
113 238 93
79 73 45
247 141 49
135 236 10
140 182 85
236 119 22
177 101 29
16 176 43
190 74 45
143 232 23
174 142 71
52 91 11
17 90 89
66 254 98
84 122 26
177 14 99
28 198 96
237 50 63
11 197 100
